,time_stamp,AmbientConditions.AmbientHumidity.U.Actual,Stage1.Output.Measurement7.U.Setpoint,Stage2.Output.Measurement4.U.Actual
74,2019-03-06 10:59:18,17.04,2.97,0.0
75,2019-03-06 10:59:22,17.04,2.97,0.0
76,2019-03-06 10:59:31,17.04,2.97,29.93
77,2019-03-06 10:59:35,17.04,2.97,30.03
78,2019-03-06 10:59:36,17.04,2.97,30.03
79,2019-03-06 10:59:42,17.04,2.97,30.79
80,2019-03-06 10:59:48,17.04,2.97,29.95
81,2019-03-06 10:59:49,17.04,2.97,29.95
82,2019-03-06 10:59:51,17.04,2.97,0.0
83,2019-03-06 10:59:53,17.04,2.97,29.93
84,2019-03-06 10:59:58,17.04,2.97,0.0
85,2019-03-06 11:00:05,17.04,2.97,0.0
86,2019-03-06 11:00:06,17.04,2.97,0.0
87,2019-03-06 11:00:09,17.04,2.97,0.0
88,2019-03-06 11:00:13,17.04,2.97,0.0
89,2019-03-06 11:00:14,17.04,2.97,30.28
90,2019-03-06 11:00:17,17.04,2.97,30.89
91,2019-03-06 11:00:29,17.04,2.97,0.0
92,2019-03-06 11:00:34,17.04,2.97,30.06
93,2019-03-06 11:00:37,17.04,2.97,0.0
94,2019-03-06 11:00:44,17.04,2.97,30.75
95,2019-03-06 11:00:47,17.04,2.97,30.15
96,2019-03-06 11:00:48,17.04,2.97,0.0
97,2019-03-06 11:00:49,17.04,2.97,0.0
98,2019-03-06 11:00:50,17.04,2.97,30.24
99,2019-03-06 11:00:54,17.04,2.97,0.0
100,2019-03-06 11:00:56,17.04,2.97,0.0
101,2019-03-06 11:00:59,17.04,2.97,0.0
102,2019-03-06 11:01:03,17.04,2.97,0.0
103,2019-03-06 11:01:08,17.04,2.97,0.0
104,2019-03-06 11:01:22,17.04,2.97,30.13
105,2019-03-06 11:01:36,17.04,2.97,0.0
106,2019-03-06 11:01:37,17.04,2.97,31.05
107,2019-03-06 11:01:40,17.04,2.97,0.0
108,2019-03-06 11:01:42,17.04,2.97,30.49
109,2019-03-06 11:01:50,17.04,2.97,0.0
110,2019-03-06 11:01:56,17.04,2.97,31.91
111,2019-03-06 11:01:58,17.04,2.97,31.1
112,2019-03-06 11:01:59,17.04,2.97,31.36
113,2019-03-06 11:02:03,17.04,2.97,31.27
114,2019-03-06 11:02:09,17.04,2.97,0.0
115,2019-03-06 11:02:16,17.04,2.97,0.0
116,2019-03-06 11:02:18,17.04,2.97,0.0
117,2019-03-06 11:02:20,17.04,2.97,0.0
118,2019-03-06 11:02:24,17.04,2.97,0.0
119,2019-03-06 11:02:25,17.04,2.97,0.0
120,2019-03-06 11:02:26,17.04,2.97,0.0
121,2019-03-06 11:02:31,17.04,2.97,0.0
122,2019-03-06 11:02:33,17.04,2.97,0.0
123,2019-03-06 11:02:41,17.04,2.97,0.0
124,2019-03-06 11:02:43,17.04,2.97,0.0
125,2019-03-06 11:02:55,17.04,2.97,0.0
126,2019-03-06 11:02:57,17.04,2.97,31.95
127,2019-03-06 11:02:59,17.04,2.97,0.0
128,2019-03-06 11:03:00,17.04,2.97,32.08
129,2019-03-06 11:03:01,17.04,2.97,32.08
130,2019-03-06 11:03:04,17.04,2.97,0.0
131,2019-03-06 11:03:05,17.04,2.97,31.32
132,2019-03-06 11:03:06,17.04,2.97,31.18
133,2019-03-06 11:03:09,17.04,2.97,0.0
134,2019-03-06 11:03:11,17.04,2.97,31.45
135,2019-03-06 11:03:20,17.04,2.97,0.0
136,2019-03-06 11:03:21,17.04,2.97,0.0
137,2019-03-06 11:03:23,16.95,2.97,0.0
138,2019-03-06 11:03:24,16.95,2.97,0.0
139,2019-03-06 11:03:27,16.95,2.97,0.0
140,2019-03-06 11:03:31,16.95,2.97,0.0
141,2019-03-06 11:03:38,16.95,2.97,0.0
142,2019-03-06 11:03:42,16.95,2.97,0.0
143,2019-03-06 11:03:43,16.95,2.97,0.0
144,2019-03-06 11:03:45,16.95,2.97,0.0
145,2019-03-06 11:03:46,16.95,2.97,0.0
146,2019-03-06 11:03:48,16.95,2.97,0.0
147,2019-03-06 11:03:52,16.95,2.97,0.0
148,2019-03-06 11:04:07,16.95,2.97,31.6
149,2019-03-06 11:04:14,16.95,2.97,31.37
150,2019-03-06 11:04:22,16.95,2.97,31.08
151,2019-03-06 11:04:28,16.95,2.97,30.86
152,2019-03-06 11:04:32,16.95,2.97,30.62
153,2019-03-06 11:04:36,16.95,2.97,31.31
154,2019-03-06 11:04:42,16.95,2.97,30.99
155,2019-03-06 11:04:43,16.95,2.97,29.98
156,2019-03-06 11:04:59,16.95,2.97,0.0
157,2019-03-06 11:05:00,16.95,2.97,0.0
158,2019-03-06 11:05:01,16.95,2.97,0.0
159,2019-03-06 11:05:04,16.95,2.97,0.0
160,2019-03-06 11:05:09,16.95,2.97,0.0
161,2019-03-06 11:05:12,16.95,2.97,0.0
162,2019-03-06 11:05:14,16.95,2.97,0.0
163,2019-03-06 11:05:19,16.95,2.97,0.0
164,2019-03-06 11:05:26,16.95,2.97,0.0
165,2019-03-06 11:05:30,16.95,2.97,0.0
166,2019-03-06 11:05:41,16.95,2.97,0.0
167,2019-03-06 11:05:45,16.95,2.97,0.0
168,2019-03-06 11:06:00,16.95,2.97,0.0
169,2019-03-06 11:06:01,16.95,2.97,0.0
170,2019-03-06 11:06:05,16.95,2.97,0.0
171,2019-03-06 11:06:07,16.95,2.97,0.0
172,2019-03-06 11:06:09,16.95,2.97,0.0
173,2019-03-06 11:06:12,16.95,2.97,0.0
174,2019-03-06 11:06:15,16.95,2.97,0.0
175,2019-03-06 11:06:17,16.95,2.97,0.0
176,2019-03-06 11:06:18,16.95,2.97,0.0
177,2019-03-06 11:06:19,16.95,2.97,0.0
178,2019-03-06 11:06:20,16.95,2.97,0.0
179,2019-03-06 11:06:25,16.95,2.97,0.0
180,2019-03-06 11:06:32,16.95,2.97,0.0
181,2019-03-06 11:06:49,16.95,2.97,0.0
182,2019-03-06 11:06:56,16.95,2.97,0.0
183,2019-03-06 11:07:03,16.95,2.97,0.0
184,2019-03-06 11:07:05,16.95,2.97,0.0
185,2019-03-06 11:07:06,16.95,2.97,0.0
186,2019-03-06 11:07:08,16.95,2.97,0.0
187,2019-03-06 11:07:09,16.95,2.97,0.0
188,2019-03-06 11:07:14,16.95,2.97,0.0
189,2019-03-06 11:07:31,16.95,2.97,0.0
190,2019-03-06 11:07:37,16.95,2.97,0.0
191,2019-03-06 11:07:40,16.95,2.97,0.0
192,2019-03-06 11:07:45,16.95,2.97,0.0
193,2019-03-06 11:07:48,16.95,2.97,0.0
194,2019-03-06 11:07:57,16.95,2.97,0.0
195,2019-03-06 11:08:12,16.95,2.97,0.0
196,2019-03-06 11:08:22,16.95,2.97,0.0
197,2019-03-06 11:08:26,16.73,2.97,0.0
198,2019-03-06 11:08:36,16.73,2.97,0.0
199,2019-03-06 11:08:40,16.73,2.97,0.0
200,2019-03-06 11:08:43,16.73,2.97,0.0
201,2019-03-06 11:08:45,16.73,2.97,0.0
202,2019-03-06 11:08:52,16.73,2.97,0.0
203,2019-03-06 11:08:56,16.73,2.97,0.0
204,2019-03-06 11:08:59,16.73,2.97,0.0
205,2019-03-06 11:09:12,16.73,2.97,0.0
206,2019-03-06 11:09:15,16.73,2.97,0.0
207,2019-03-06 11:09:18,16.73,2.97,0.0
208,2019-03-06 11:09:23,16.73,2.97,0.0
209,2019-03-06 11:09:24,16.73,2.97,0.0
210,2019-03-06 11:09:29,16.73,2.97,0.0
211,2019-03-06 11:09:34,16.73,2.97,0.0
212,2019-03-06 11:09:36,16.73,2.97,0.0
213,2019-03-06 11:09:38,16.73,2.97,0.0
214,2019-03-06 11:09:40,16.73,2.97,0.0
215,2019-03-06 11:09:44,16.73,2.97,0.0
216,2019-03-06 11:09:50,16.73,2.97,0.0
217,2019-03-06 11:09:55,16.73,2.97,0.0
218,2019-03-06 11:09:57,16.73,2.97,0.0
219,2019-03-06 11:09:59,16.73,2.97,0.0
220,2019-03-06 11:10:00,16.73,2.97,0.0
221,2019-03-06 11:10:01,16.73,2.97,0.0
222,2019-03-06 11:10:02,16.73,2.97,0.0
223,2019-03-06 11:10:04,16.73,2.97,0.0
224,2019-03-06 11:10:07,16.73,2.97,0.0
225,2019-03-06 11:10:11,16.73,2.97,0.0
226,2019-03-06 11:10:12,16.73,2.97,0.0
227,2019-03-06 11:10:13,16.73,2.97,0.0
228,2019-03-06 11:10:17,16.73,2.97,0.0
229,2019-03-06 11:10:20,16.73,2.97,0.0
230,2019-03-06 11:10:22,16.73,2.97,0.0
231,2019-03-06 11:10:24,16.73,2.97,0.0
232,2019-03-06 11:10:25,16.73,2.97,0.0
233,2019-03-06 11:10:26,16.73,2.97,0.0
234,2019-03-06 11:10:31,16.73,2.97,0.0
235,2019-03-06 11:10:34,16.73,2.97,0.0
236,2019-03-06 11:10:43,16.73,2.97,0.0
237,2019-03-06 11:10:46,16.73,2.97,0.0
238,2019-03-06 11:10:56,16.73,2.97,0.0
239,2019-03-06 11:11:00,16.73,2.97,0.0
240,2019-03-06 11:11:02,16.73,2.97,0.0
241,2019-03-06 11:11:05,16.73,2.97,0.0
242,2019-03-06 11:11:07,16.73,2.97,0.0
243,2019-03-06 11:11:10,16.73,2.97,0.0
244,2019-03-06 11:11:11,16.73,2.97,0.0
245,2019-03-06 11:11:18,16.73,2.97,0.0
246,2019-03-06 11:11:22,16.73,2.97,0.0
247,2019-03-06 11:11:26,16.73,2.97,0.0
248,2019-03-06 11:11:28,16.73,2.97,0.0
249,2019-03-06 11:11:31,16.73,2.97,0.0
250,2019-03-06 11:11:39,16.73,2.97,0.0
251,2019-03-06 11:11:49,16.73,2.97,0.0
252,2019-03-06 11:12:11,16.73,2.97,0.0
253,2019-03-06 11:12:13,16.73,2.97,0.0
254,2019-03-06 11:12:14,16.73,2.97,0.0
255,2019-03-06 11:12:17,16.73,2.97,0.0
256,2019-03-06 11:12:27,16.73,2.97,0.0
257,2019-03-06 11:12:34,16.73,2.97,0.0
258,2019-03-06 11:12:35,16.73,2.97,0.0
259,2019-03-06 11:12:41,16.73,2.97,0.0
260,2019-03-06 11:12:51,16.73,2.97,0.0
261,2019-03-06 11:12:56,16.73,2.97,0.0
262,2019-03-06 11:12:59,16.73,2.97,0.0
263,2019-03-06 11:13:01,16.73,2.97,0.0
264,2019-03-06 11:13:04,16.73,2.97,0.0
265,2019-03-06 11:13:08,16.73,2.97,0.0
266,2019-03-06 11:13:10,16.73,2.97,0.0
267,2019-03-06 11:13:12,16.73,2.97,0.0
268,2019-03-06 11:13:14,16.73,2.97,0.0
269,2019-03-06 11:13:15,16.73,2.97,0.0
270,2019-03-06 11:13:26,16.73,2.97,0.0
271,2019-03-06 11:13:32,16.73,2.97,0.0
272,2019-03-06 11:13:51,16.73,2.97,0.0
273,2019-03-06 11:13:53,16.73,2.97,0.0
274,2019-03-06 11:13:59,16.73,2.97,0.0
275,2019-03-06 11:14:13,16.73,2.97,0.0
276,2019-03-06 11:14:35,16.73,2.97,0.0
277,2019-03-06 11:14:37,16.73,2.97,0.0
278,2019-03-06 11:14:39,16.73,2.97,0.0
279,2019-03-06 11:14:43,16.73,2.97,0.0
280,2019-03-06 11:14:52,16.73,2.97,0.0
281,2019-03-06 11:14:53,16.73,2.97,0.0
282,2019-03-06 11:15:08,16.73,2.97,0.0
283,2019-03-06 11:15:10,16.73,2.97,0.0
284,2019-03-06 11:15:15,16.73,2.97,0.0
285,2019-03-06 11:15:16,16.73,2.97,0.0
286,2019-03-06 11:15:17,16.73,2.97,0.0
287,2019-03-06 11:15:18,16.73,2.97,0.0
288,2019-03-06 11:15:20,16.73,2.97,0.0
289,2019-03-06 11:15:27,16.73,2.97,0.0
290,2019-03-06 11:15:28,16.73,2.97,30.4
291,2019-03-06 11:15:35,16.73,2.97,0.0
292,2019-03-06 11:15:37,16.73,2.97,0.0
293,2019-03-06 11:15:39,16.73,2.97,0.0
294,2019-03-06 11:15:41,16.73,2.97,0.0
295,2019-03-06 11:15:55,16.73,2.97,30.01
296,2019-03-06 11:16:06,16.73,2.97,0.0
297,2019-03-06 11:16:08,16.73,2.97,0.0
298,2019-03-06 11:16:25,16.73,2.97,0.0
299,2019-03-06 11:16:27,16.73,2.97,0.0
300,2019-03-06 11:16:34,16.73,2.97,29.93
301,2019-03-06 11:16:37,16.73,2.97,29.93
302,2019-03-06 11:16:42,16.73,2.97,32.95
303,2019-03-06 11:16:43,16.73,2.97,0.0
304,2019-03-06 11:16:47,16.73,2.97,0.0
305,2019-03-06 11:16:52,16.73,2.97,0.0
306,2019-03-06 11:16:55,16.73,2.97,30.05
307,2019-03-06 11:16:56,16.73,2.97,0.0
308,2019-03-06 11:16:58,16.73,2.97,0.0
309,2019-03-06 11:16:59,16.73,2.97,0.0
310,2019-03-06 11:17:00,16.73,2.97,0.0
311,2019-03-06 11:17:11,16.73,2.97,0.0
312,2019-03-06 11:17:13,16.73,2.97,0.0
313,2019-03-06 11:17:17,16.73,2.97,0.0
314,2019-03-06 11:17:18,16.73,2.97,0.0
315,2019-03-06 11:17:20,16.73,2.97,0.0
316,2019-03-06 11:17:22,16.73,2.97,0.0
317,2019-03-06 11:17:30,16.73,2.97,0.0
318,2019-03-06 11:17:32,16.73,2.97,0.0
319,2019-03-06 11:17:34,16.73,2.97,0.0
320,2019-03-06 11:17:44,16.73,2.97,0.0
321,2019-03-06 11:17:46,16.73,2.97,0.0
322,2019-03-06 11:17:51,16.73,2.97,0.0
323,2019-03-06 11:17:52,16.73,2.97,0.0
324,2019-03-06 11:17:58,16.73,2.97,0.0
325,2019-03-06 11:18:00,16.73,2.97,0.0
326,2019-03-06 11:18:01,16.73,2.97,0.0
327,2019-03-06 11:18:02,16.73,2.97,0.0
328,2019-03-06 11:18:03,16.73,2.97,0.0
329,2019-03-06 11:18:04,16.73,2.97,0.0
330,2019-03-06 11:18:12,16.73,2.97,0.0
331,2019-03-06 11:18:23,16.73,2.97,0.0
332,2019-03-06 11:18:27,16.73,2.97,0.0
333,2019-03-06 11:18:29,16.73,2.97,0.0
334,2019-03-06 11:18:36,16.73,2.97,31.45
335,2019-03-06 11:18:39,16.73,2.97,0.0
336,2019-03-06 11:18:42,16.73,2.97,0.0
337,2019-03-06 11:18:44,16.73,2.97,0.0
338,2019-03-06 11:18:45,16.73,2.97,0.0
339,2019-03-06 11:18:55,16.73,2.97,0.0
340,2019-03-06 11:18:59,16.73,2.97,0.0
341,2019-03-06 11:19:08,16.73,2.97,0.0
342,2019-03-06 11:19:10,16.73,2.97,0.0
343,2019-03-06 11:19:12,16.73,2.97,0.0
344,2019-03-06 11:19:14,16.73,2.97,0.0
345,2019-03-06 11:19:16,16.73,2.97,0.0
346,2019-03-06 11:19:17,16.73,2.97,0.0
347,2019-03-06 11:19:25,16.73,2.97,0.0
348,2019-03-06 11:19:28,16.73,2.97,0.0
349,2019-03-06 11:19:33,16.73,2.97,0.0
350,2019-03-06 11:19:37,16.73,2.97,0.0
351,2019-03-06 11:19:40,16.73,2.97,0.0
352,2019-03-06 11:19:42,16.73,2.97,0.0
353,2019-03-06 11:19:44,16.73,2.97,0.0
354,2019-03-06 11:19:45,16.73,2.97,0.0
355,2019-03-06 11:19:52,16.73,2.97,0.0
356,2019-03-06 11:19:53,16.73,2.97,0.0
357,2019-03-06 11:20:02,16.73,2.97,0.0
358,2019-03-06 11:20:05,16.73,2.97,0.0
359,2019-03-06 11:20:16,16.73,2.97,0.0
360,2019-03-06 11:20:18,16.73,2.97,0.0
361,2019-03-06 11:20:20,16.73,2.97,0.0
362,2019-03-06 11:20:21,16.73,2.97,0.0
363,2019-03-06 11:20:27,16.73,2.97,0.0
364,2019-03-06 11:20:34,16.73,2.97,0.0
365,2019-03-06 11:20:36,16.73,2.97,0.0
366,2019-03-06 11:20:39,16.73,2.97,0.0
367,2019-03-06 11:20:51,16.73,2.97,0.0
368,2019-03-06 11:21:02,16.73,2.97,0.0
369,2019-03-06 11:21:09,16.73,2.97,0.0
370,2019-03-06 11:21:14,16.73,2.97,0.0
371,2019-03-06 11:21:17,16.73,2.97,0.0
372,2019-03-06 11:21:18,16.73,2.97,0.0
373,2019-03-06 11:21:19,16.73,2.97,0.0
374,2019-03-06 11:21:26,16.73,2.97,0.0
375,2019-03-06 11:21:32,16.73,2.97,0.0
376,2019-03-06 11:21:36,16.73,2.97,0.0
377,2019-03-06 11:21:42,16.73,2.97,0.0
378,2019-03-06 11:21:44,16.73,2.97,0.0
379,2019-03-06 11:21:51,16.73,2.97,0.0
380,2019-03-06 11:21:55,16.73,2.97,0.0
381,2019-03-06 11:21:57,16.73,2.97,0.0
382,2019-03-06 11:21:58,16.73,2.97,0.0
383,2019-03-06 11:22:01,16.73,2.97,0.0
384,2019-03-06 11:22:18,16.73,2.97,0.0
385,2019-03-06 11:22:21,16.73,2.97,0.0
386,2019-03-06 11:22:24,16.73,2.97,0.0
387,2019-03-06 11:22:33,16.73,2.97,0.0
388,2019-03-06 11:22:34,16.73,2.97,0.0
389,2019-03-06 11:22:39,16.73,2.97,0.0
390,2019-03-06 11:22:40,16.73,2.97,0.0
391,2019-03-06 11:22:51,16.73,2.97,0.0
392,2019-03-06 11:22:58,16.73,2.97,0.0
393,2019-03-06 11:23:08,16.73,2.97,0.0
394,2019-03-06 11:23:09,16.73,2.97,0.0
395,2019-03-06 11:23:14,16.73,2.97,0.0
396,2019-03-06 11:23:18,16.73,2.97,0.0
397,2019-03-06 11:23:19,16.73,2.97,0.0
398,2019-03-06 11:23:22,16.73,2.97,0.0
399,2019-03-06 11:23:28,16.44,2.97,0.0
400,2019-03-06 11:23:33,16.44,2.97,0.0
401,2019-03-06 11:23:34,16.44,2.97,0.0
402,2019-03-06 11:23:39,16.44,2.97,0.0
403,2019-03-06 11:23:41,16.44,2.97,0.0
404,2019-03-06 11:23:44,16.44,2.97,0.0
405,2019-03-06 11:23:46,16.44,2.97,0.0
406,2019-03-06 11:23:48,16.44,2.97,0.0
407,2019-03-06 11:23:59,16.44,2.97,0.0
408,2019-03-06 11:24:07,16.44,2.97,0.0
409,2019-03-06 11:24:16,16.44,2.97,0.0
410,2019-03-06 11:24:18,16.44,2.97,0.0
411,2019-03-06 11:24:25,16.44,2.97,33.06
412,2019-03-06 11:24:27,16.44,2.97,32.71
413,2019-03-06 11:24:31,16.44,2.97,30.73
414,2019-03-06 11:24:33,16.44,2.97,30.61
415,2019-03-06 11:24:34,16.44,2.97,30.79
416,2019-03-06 11:24:35,16.44,2.97,30.79
417,2019-03-06 11:24:40,16.44,2.97,30.8
418,2019-03-06 11:24:44,16.44,2.97,30.71
419,2019-03-06 11:24:56,16.44,2.97,31.3
420,2019-03-06 11:25:04,16.44,2.97,32.55
421,2019-03-06 11:25:11,16.44,2.97,32.58
422,2019-03-06 11:25:13,16.44,2.97,32.84
423,2019-03-06 11:25:17,16.44,2.97,32.28
424,2019-03-06 11:25:18,16.44,2.97,32.76
425,2019-03-06 11:25:20,16.44,2.97,32.38
426,2019-03-06 11:25:21,16.44,2.97,32.82
427,2019-03-06 11:25:27,16.44,2.97,32.26
428,2019-03-06 11:25:29,16.44,2.97,32.77
429,2019-03-06 11:25:30,16.44,2.97,32.77
430,2019-03-06 11:25:37,16.44,2.97,30.56
431,2019-03-06 11:25:43,16.44,2.97,32.44
432,2019-03-06 11:25:45,16.44,2.97,32.63
433,2019-03-06 11:25:49,16.44,2.97,33.03
434,2019-03-06 11:25:52,16.44,2.97,33.12
435,2019-03-06 11:25:54,16.44,2.97,32.99
436,2019-03-06 11:25:56,16.44,2.97,32.22
437,2019-03-06 11:25:57,16.44,2.97,32.22
438,2019-03-06 11:25:58,16.44,2.97,32.98
439,2019-03-06 11:25:59,16.44,2.97,32.98
440,2019-03-06 11:26:13,16.44,2.97,32.83
441,2019-03-06 11:26:14,16.44,2.97,32.37
442,2019-03-06 11:26:31,16.44,2.97,32.29
443,2019-03-06 11:26:37,16.44,2.97,32.7
444,2019-03-06 11:26:38,16.44,2.97,32.7
445,2019-03-06 11:26:41,16.44,2.97,31.54
446,2019-03-06 11:26:42,16.44,2.97,31.99
447,2019-03-06 11:26:47,16.44,2.97,33.01
448,2019-03-06 11:26:55,16.44,2.97,32.62
449,2019-03-06 11:27:02,16.44,2.97,32.2
450,2019-03-06 11:27:06,16.44,2.97,32.63
451,2019-03-06 11:27:08,16.44,2.97,32.4
452,2019-03-06 11:27:13,16.44,2.97,32.58
453,2019-03-06 11:27:16,16.44,2.97,31.98
454,2019-03-06 11:27:21,16.44,2.97,32.29
455,2019-03-06 11:27:35,16.44,2.97,32.55
456,2019-03-06 11:27:38,16.44,2.97,32.75
457,2019-03-06 11:27:40,16.44,2.97,32.55
458,2019-03-06 11:27:44,16.44,2.97,32.64
459,2019-03-06 11:27:49,16.44,2.97,32.25
460,2019-03-06 11:27:52,16.44,2.97,32.35
461,2019-03-06 11:27:56,16.44,2.97,32.45
462,2019-03-06 11:27:59,16.44,2.97,32.85
463,2019-03-06 11:28:00,16.44,2.97,32.85
464,2019-03-06 11:28:03,16.44,2.97,32.17
465,2019-03-06 11:28:07,16.44,2.97,32.36
466,2019-03-06 11:28:12,16.44,2.97,32.7
467,2019-03-06 11:28:18,16.44,2.97,32.57
468,2019-03-06 11:28:20,16.44,2.97,33.05
469,2019-03-06 11:28:31,16.54,2.97,32.19
470,2019-03-06 11:28:40,16.54,2.97,32.28
471,2019-03-06 11:28:41,16.54,2.97,32.7
472,2019-03-06 11:28:43,16.54,2.97,32.33
473,2019-03-06 11:28:47,16.54,2.97,32.55
474,2019-03-06 11:28:50,16.54,2.97,32.97
475,2019-03-06 11:29:09,16.54,2.97,32.59
476,2019-03-06 11:29:11,16.54,2.97,32.9
477,2019-03-06 11:29:12,16.54,2.97,32.64
478,2019-03-06 11:29:13,16.54,2.97,32.64
479,2019-03-06 11:29:16,16.54,2.97,30.17
480,2019-03-06 11:29:17,16.54,2.97,32.59
481,2019-03-06 11:29:18,16.54,2.97,32.81
482,2019-03-06 11:29:20,16.54,2.97,32.76
483,2019-03-06 11:29:22,16.54,2.97,32.64
484,2019-03-06 11:29:23,16.54,2.97,32.2
485,2019-03-06 11:29:28,16.54,2.97,32.8
486,2019-03-06 11:29:30,16.54,2.97,32.09
487,2019-03-06 11:29:36,16.54,2.97,32.93
488,2019-03-06 11:29:37,16.54,2.97,32.63
489,2019-03-06 11:29:49,16.54,2.97,32.45
490,2019-03-06 11:30:00,16.54,2.97,32.79
491,2019-03-06 11:30:01,16.54,2.97,32.96
492,2019-03-06 11:30:02,16.54,2.97,32.68
493,2019-03-06 11:30:08,16.54,2.97,32.42
494,2019-03-06 11:30:20,16.54,2.97,32.48
495,2019-03-06 11:30:24,16.54,2.97,32.81
496,2019-03-06 11:30:25,16.54,2.97,32.94
497,2019-03-06 11:30:34,16.54,2.97,32.77
498,2019-03-06 11:30:45,16.54,2.97,32.62
499,2019-03-06 11:30:46,16.54,2.97,32.56
500,2019-03-06 11:30:47,16.54,2.97,32.95
501,2019-03-06 11:30:52,16.54,2.97,33.07
502,2019-03-06 11:30:53,16.54,2.97,32.27
503,2019-03-06 11:30:55,16.54,2.97,32.51
504,2019-03-06 11:30:57,16.54,2.97,29.95
505,2019-03-06 11:30:58,16.54,2.97,32.57
506,2019-03-06 11:31:01,16.54,2.97,32.8
507,2019-03-06 11:31:06,16.54,2.97,0.0
508,2019-03-06 11:31:20,16.54,2.97,32.81
509,2019-03-06 11:31:24,16.54,2.97,32.72
510,2019-03-06 11:31:33,16.54,2.97,32.62
511,2019-03-06 11:31:35,16.54,2.97,32.71
512,2019-03-06 11:31:36,16.54,2.97,32.49
